"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","업무구분명","상세업무구분명","권리주체일련번호","총직원수",
"3186","동물병원","02_03_01_P","3220000","322000001020100004","2010-03-08","","03","폐업","0002","폐업","2013-10-14","","","","568-7457","0","","서울특별시 강남구 역삼동 799-21번지 102호","서울특별시 강남구 도곡로 175 (역삼동,102호)","","서울가족동물병원","2013-10-14 17:39:27","I","2018-08-31 23:59:59","","203338.810480721","443306.411569297","동물병원","","000","",
"3187","동물병원","02_03_01_P","3220000","322000001020120011","2012-09-18","","03","폐업","0002","폐업","2015-08-28","","","","558-7975","43.2","","서울특별시 강남구 대치동 890-54번지","서울특별시 강남구 테헤란로64길 13 (대치동)","06193","루이스동물병원","2015-08-28 15:53:24","I","2018-08-31 23:59:59","","204480.307828948","444672.281771242","동물병원","","000","",
"3188","동물병원","02_03_01_P","3220000","322000001020120012","2012-10-10","","03","폐업","0002","폐업","2015-01-15","","","","549-7579","68","","서울특별시 강남구 신사동 549-1번지","서울특별시 강남구 압구정로 134 (신사동)","06029","가로수 동물병원","2015-01-15 11:25:32","I","2018-08-31 23:59:59","","202003.419594411","446902.916742765","동물병원","","000","",
"3189","동물병원","02_03_01_P","3220000","322000001020160006","2016-06-03","","03","폐업","0002","폐업","2018-03-31","","","","02-546-2475~6","","","서울특별시 강남구 신사동 561-16번지","서울특별시 강남구 도산대로 155, 1-2층 (신사동, 국제빌딩)","06037","페츠비동물병원","2018-03-30 17:28:10","I","2018-08-31 23:59:59","","202168.543537977","446313.865050094","동물병원","","000","",
"3190","동물병원","02_03_01_P","3220000","322000001019980003","1998-08-21","","03","폐업","0002","폐업","2015-04-16","","","","","0","","서울특별시 강남구 신사동 549-1번지 타워(빌)104호","서울특별시 강남구 압구정로 134 (신사동,타워(빌)104호)","","현대동물병원","2015-04-16 15:08:10","I","2018-08-31 23:59:59","","202003.419594411","446902.916742765","동물병원","","000","",
"3191","동물병원","02_03_01_P","3220000","322000001019990001","1999-12-28","","03","폐업","0002","폐업","2005-03-09","","","","","0","","서울특별시 강남구 도곡동 959-36번지","서울특별시 강남구 남부순환로 2627 (도곡동)","","양재동물병원","2005-03-09 11:35:50","I","2018-08-31 23:59:59","","203223.267050637","442565.633128401","동물병원","","000","",
"3192","동물병원","02_03_01_P","3220000","322000001019990003","1999-08-17","","03","폐업","0002","폐업","2007-06-07","","","","514-2486","0","","서울특별시 강남구 삼성동 49-9번지","서울특별시 강남구 봉은사로 463 (삼성동)","","백산동물병원","2007-06-07 10:05:35","I","2018-08-31 23:59:59","","204377.539371534","445582.398728238","동물병원","","000","",
"3193","동물병원","02_03_01_P","3220000","322000001019990004","1999-07-24","","03","폐업","0002","폐업","2003-11-01","","","","533-5790","0","","서울특별시 강남구 대치동 626번지 청실상가 120","서울특별시 강남구 남부순환로 2917 (대치동,청실상가 120)","","청실동물병원","2003-11-01 11:07:19","I","2018-08-31 23:59:59","","205154.638096613","443439.981644506","동물병원","","000","",
"3194","동물병원","02_03_01_P","3220000","322000001020020001","2002-07-30","","03","폐업","0002","폐업","2011-06-28","","","","514-7582","0","","서울특별시 강남구 논현동 234-26번지","서울특별시 강남구 봉은사로 205 (논현동)","","강남동물병원","2011-06-28 10:32:58","I","2018-08-31 23:59:59","","202977.496554636","445062.848886421","동물병원","","000","",
"3195","동물병원","02_03_01_P","3220000","322000001020160008","2016-09-02","","03","폐업","0002","폐업","2019-12-04","","","","02-568-0275","0","","서울특별시 강남구 대치동 989-2번지 성창상가 1층","서울특별시 강남구 도곡로 510, 1층 (대치동, 성창빌딩)","06282","센트럴동물병원","2019-12-04 15:25:42","U","2019-12-06 02:40:00","","205408.737772774","444079.844884174","동물병원","","000","",
"3196","동물병원","02_03_01_P","3100000","310000001020120001","2012-03-19","","03","폐업","0002","폐업","2013-07-16","","","","919-0075","0","","서울특별시 노원구 상계동 371-2번지","서울특별시 노원구 노원로 456 (상계동)","01684","노원24시N동물의료센터","2013-07-16 17:48:24","I","2018-08-31 23:59:59","","205811.254840779","461684.988590888","동물병원","","000","",
"3197","동물병원","02_03_01_P","3100000","310000001020130002","2013-04-17","","03","폐업","0002","폐업","2014-06-12","","","","943-2275","0","","서울특별시 노원구 월계동 435-10번지","서울특별시 노원구 석계로9길 29 (월계동)","01902","e-동물병원","2014-06-12 14:06:20","I","2018-08-31 23:59:59","","205475.457278666","457166.864901946","동물병원","","000","",
"3198","동물병원","02_03_01_P","3100000","310000001020140001","2014-02-06","","03","폐업","0002","폐업","2018-03-30","","","","949-0975","0","","서울특별시 노원구 월계동 333-1번지","서울특별시 노원구 마들로3길 15, 2층 (월계동, 이마트 )","01906","웰리스동물병원(월계점)","2018-04-03 14:26:46","I","2018-08-31 23:59:59","","205391.070378059","458333.989216339","동물병원","","000","",
"3199","동물병원","02_03_01_P","3100000","310000001020160001","2016-02-11","","03","폐업","0002","폐업","2023-05-19","","","","02-932-0075","313.56","","서울특별시 노원구 상계동 318-2 (주)노원24시동물의료센터 2, 4층","서울특별시 노원구 노원로 408, (주)노원24시동물의료센터 2, 4층 (상계동)","01704","한국동물암센터","2023-05-19 17:41:55","U","2023-05-21 02:40:00","","205942.292972604","461202.004092199","동물병원","","000","0",
"3200","동물병원","02_03_01_P","3100000","310000001020170001","2017-01-02","","03","폐업","0002","폐업","2018-04-26","","","","905-7588","137.9","","서울특별시 노원구 월계동 292-59번지","서울특별시 노원구 월계로 336, 1층 (월계동, 상천빌딩)","01885","닥터스종합동물병원","2018-04-26 13:27:55","I","2018-08-31 23:59:59","","205036.765287976","458534.558853124","동물병원","","000","",
"3201","동물병원","02_03_01_P","3100000","310000001020170002","2017-08-03","","03","폐업","0002","폐업","2018-11-09","","","","02-930-7161","75.46","","서울특별시 노원구 상계동 1025-32번지","서울특별시 노원구 동일로 1626, 1층 (상계동)","01630","서정동물병원","2018-11-08 21:02:17","U","2018-11-10 02:36:14","","204855.335238863","463464.81234366","동물병원","","000","",
"3202","동물병원","02_03_01_P","3100000","310000001020180001","2018-03-29","","03","폐업","0002","폐업","2022-02-22","","","","02-972-6543","0","","서울특별시 노원구 공릉동 596-5","서울특별시 노원구 동일로 1014, 2층 (공릉동)","01848","골드퍼피동물병원 중계점","2022-02-22 17:36:35","U","2022-02-24 02:40:00","","206546.734710454","457584.835793045","동물병원","","000","0",
"3203","동물병원","02_03_01_P","3100000","310000001020110002","2011-12-21","","03","폐업","0002","폐업","2014-01-27","","","","949-0975","0","","서울특별시 노원구 월계동 333-1번지","서울특별시 노원구 마들로3길 15 (월계동)","01906","웰리스동물병원(월계점)","2014-01-29 17:27:15","I","2018-08-31 23:59:59","","205391.070378059","458333.989216339","동물병원","","000","",
"3204","동물병원","02_03_01_P","3100000","310000001020000002","2000-12-23","","03","폐업","0002","폐업","2006-06-26","","","","","0","","서울특별시 노원구 공릉동 653-10번지","서울특별시 노원구 화랑로 473 (공릉동)","","화랑동물병원","2006-06-26 15:55:40","I","2018-08-31 23:59:59","","206961.989599302","457441.131535628","동물병원","","000","",
"3205","동물병원","02_03_01_P","3100000","310000001020020001","2002-02-18","","03","폐업","0002","폐업","2004-02-27","","","","","0","","서울특별시 노원구 중계동 360-2번지 청구종합상가149호","","","동물나라동물병원","2004-02-27 15:57:54","I","2018-08-31 23:59:59","","206490.247358174","460830.615360327","동물병원","","000","",
"3206","동물병원","02_03_01_P","3100000","310000001020020002","2002-05-16","","03","폐업","0002","폐업","2004-11-11","","","","","0","","서울특별시 노원구 상계동 1023-1번지","서울특별시 노원구 동일로 1622 (상계동)","","수락동물병원","2004-11-11 14:51:44","I","2018-08-31 23:59:59","","204868.610894882","463402.191962795","동물병원","","000","",
"3207","동물병원","02_03_01_P","3100000","310000001020020005","2002-09-24","","03","폐업","0002","폐업","2016-06-01","","","","","0","","서울특별시 노원구 상계동 347번지 14통7반 주공아파트 307동 201호","서울특별시 노원구 한글비석로 436 (상계동)","01667","이엠동물병원","2016-06-01 16:46:58","I","2018-08-31 23:59:59","","206034.738243629","462284.754911603","동물병원","","000","",
"3208","동물병원","02_03_01_P","3100000","310000001020020006","2002-11-18","","03","폐업","0002","폐업","2004-02-12","","","","","0","","서울특별시 노원구 상계동 651번지 상계주공11단지종합상가112호","","","굿모닝동물병원","2004-02-12 16:34:39","I","2018-08-31 23:59:59","","204962.052697783","462608.538123171","동물병원","","000","",
"3209","동물병원","02_03_01_P","3100000","310000001020020007","2002-12-16","","03","폐업","0002","폐업","2012-08-20","","","","952-7706","30.27","","서울특별시 노원구 중계동 361-1번지 롯데마트 내","","","쿨펫동물병원","2012-08-21 13:24:06","I","2018-08-31 23:59:59","","206357.874306883","460497.708830729","동물병원","","000","",
"3210","동물병원","02_03_01_P","3100000","310000001020030002","2003-04-01","","03","폐업","0002","폐업","2012-05-21","","","","939-7579","51.75","","서울특별시 노원구 중계동 360-9번지 두타빌A동111,112호","서울특별시 노원구 한글비석로 245 (중계동,두타빌A동111,112호)","","중계종합동물병원","2012-05-24 12:40:49","I","2018-08-31 23:59:59","","206670.816544196","460805.152066849","동물병원","","000","",
"3211","동물병원","02_03_01_P","3100000","310000001020030003","2003-10-15","","03","폐업","0002","폐업","2004-02-04","","","","","41","","서울특별시 노원구 중계동 509-2   번지 까르푸 중계점 1층","","","닥터펫동물병원(중계점)","2004-02-04 10:17:22","I","2018-08-31 23:59:59","","","","동물병원","","000","",
"3212","동물병원","02_03_01_P","3100000","310000001020040001","2004-10-29","","03","폐업","0002","폐업","2018-03-29","","","","972-6543","23","","서울특별시 노원구 중계동 509-2번지","서울특별시 노원구 동일로204가길 12 (중계동)","01783","러브펫동물병원","2018-03-29 10:54:01","I","2018-08-31 23:59:59","","205985.953324881","459730.43776924","동물병원","","000","",
"3213","동물병원","02_03_01_P","3220000","322000001019900001","1990-01-25","","03","폐업","0002","폐업","2016-03-07","","","","568-2934","0","","서울특별시 강남구 대치동 316번지 은마상가A-229","서울특별시 강남구 삼성로 212 (대치동,은마상가A-229)","","로잔수의과병원","2016-03-07 15:55:45","I","2018-08-31 23:59:59","","205707.089399978","443914.194133105","동물병원","","000","",
"3214","동물병원","02_03_01_P","3220000","322000001019930001","1993-11-01","","03","폐업","0002","폐업","2021-06-30","","","","02-459-2824","0","","서울특별시 강남구 일원동 684-5","서울특별시 강남구 일원로 45 (일원동)","06343","삼성종합동물병원","2021-07-02 09:48:36","U","2021-07-04 02:40:00","","207141.700774416","443082.75805221","동물병원","","000","",
"3215","동물병원","02_03_01_P","3220000","322000001019950001","1995-03-06","","03","폐업","0002","폐업","2009-06-01","","","","568-1435","0","","서울특별시 강남구 역삼동 660-3번지 29통3반 주공아파트 86동 201호","서울특별시 강남구 언주로103길 51 (역삼동)","06136","Dr.베토벤동물병원","2015-08-11 21:05:01","I","2018-08-31 23:59:59","","203110.607056158","444820.194656534","동물병원","","000","",
"3216","동물병원","02_03_01_P","3220000","322000001020000001","2000-04-27","","03","폐업","0002","폐업","2006-10-31","","","","555-6568","0","","서울특별시 강남구 대치동 932-38  번지","","","중부가축병원","2006-10-31 16:33:07","I","2018-08-31 23:59:59","","","","동물병원","","000","",
"3217","동물병원","02_03_01_P","3220000","322000001020030007","2003-03-11","","03","폐업","0002","폐업","2003-10-07","","","","","120","","서울특별시 강남구 대치동 922-25  번지 302호","","","바우앤뮤동물병원","2003-10-07 14:37:03","I","2018-08-31 23:59:59","","","","동물병원","","000","",
"3218","동물병원","02_03_01_P","3100000","310000001020040003","2004-09-15","","03","폐업","0002","폐업","2009-06-13","","","","974-5875","41.44","","서울특별시 노원구 공릉동 323-10번지","서울특별시 노원구 동일로 1093 (공릉동)","","시튼동물의료원","2009-06-15 16:17:30","I","2018-08-31 23:59:59","","206263.33","458358.905","동물병원","","000","",
